Word,Plays,AvgScorePerPlay,AvgScorePerGame,WinRate
ZORIS,54441,53.94,0.05906613,0.5399
ALOOF,90985,32.28,0.05906601,0.4881
EAUS,68365,42.93,0.05903749,0.5088
WYND,91341,32.13,0.05903713,0.4911
BUOY,95452,30.74,0.05901571,0.4833
QUIVER,67861,43.23,0.05900026,0.4784
TSK,92864,31.58,0.05899179,0.4815
HIVER,81716,35.88,0.05897176,0.4756
FORB,95803,30.60,0.05896331,0.4797
JILL,104792,27.97,0.05894756,0.4668
ALIENATE,42414,69.01,0.05886970,0.5449
IGAPO,96632,30.27,0.05884257,0.4640
ASTERIA,38536,75.86,0.05880033,0.5560
WADY,75442,38.74,0.05878701,0.5167
BORAX,66156,44.16,0.05875851,0.5246
AIRY,101819,28.69,0.05874890,0.4476
DOGE,87137,33.51,0.05873826,0.4783
YITE,92955,31.40,0.05871563,0.4527
CWMS,72380,40.32,0.05870036,0.5049
OWIES,58717,49.69,0.05868743,0.5268
APED,84444,34.54,0.05866728,0.4845
CLEW,100333,29.05,0.05863449,0.4694
MAS,69735,41.77,0.05859394,0.5189
URAEI,147459,19.75,0.05858875,0.4070
SQUIT,52863,55.07,0.05855565,0.5353
EQUANT,62312,46.72,0.05854947,0.5020
WHIM,84221,34.55,0.05853636,0.4963
TOFT,115951,25.10,0.05852942,0.4622
ZILLA,65882,44.15,0.05850277,0.5114
HOIED,85209,34.12,0.05847229,0.4804
YAWP,79382,36.61,0.05845825,0.5027
WIKI,99433,29.20,0.05839208,0.4771
URINOSE,40268,72.06,0.05836374,0.5798
HAZY,57066,50.82,0.05833433,0.5719
DEBT,110186,26.32,0.05833307,0.4616
FAVAS,59967,48.35,0.05831573,0.5343
TONY,87646,33.07,0.05830605,0.4782
VITRO,109903,26.36,0.05827628,0.4422
ERED,80384,36.01,0.05822697,0.4894
OUMA,125823,23.01,0.05822634,0.4425
ORAD,86142,33.59,0.05819685,0.4840
VEST,86130,33.58,0.05817847,0.4737
SIP,83602,34.60,0.05817789,0.4987
LOLZ,78195,36.99,0.05817415,0.5037
MOPE,81092,35.66,0.05816984,0.4846
ZAMIA,59334,48.69,0.05811417,0.5289
QUAIS,58150,49.68,0.05810779,0.5132
YAQONA,75450,38.29,0.05810397,0.4788
OFFA,82798,34.87,0.05807173,0.4906
PITA,87334,33.06,0.05807130,0.4764
GNOW,98351,29.35,0.05806791,0.4749
FUCI,109129,26.45,0.05806308,0.4564
YOUK,75818,38.06,0.05804761,0.5125
JOIST,62188,46.40,0.05804347,0.5198
FOIN,94238,30.55,0.05791329,0.4575
MAYO,85308,33.73,0.05788348,0.4816
JOBES,58816,48.89,0.05784281,0.5341
WAVEY,75645,38.01,0.05783788,0.5017
PIQUE,74352,38.64,0.05778422,0.4733
OVINE,99782,28.78,0.05776388,0.4470
QUOTED,67674,42.42,0.05774021,0.5001
BEEN,91614,31.33,0.05774009,0.4747
EYED,81712,35.09,0.05767599,0.4853
YRIVD,88796,32.29,0.05767023,0.4782
ZYME,55316,51.76,0.05758731,0.5534
NOVAE,90319,31.70,0.05758216,0.4688
OWES,60441,47.36,0.05757252,0.5172
VUGG,131629,21.74,0.05755532,0.4563
AGEN,82155,34.83,0.05754991,0.4835
GLOW,105482,27.12,0.05753720,0.4731
CHIZ,57839,49.46,0.05753453,0.5455
DAINTIER,39453,72.40,0.05745290,0.5531
ZINGS,54104,52.78,0.05743199,0.5343
CHIVE,71735,39.79,0.05741352,0.4994
SUI,159703,17.86,0.05738216,0.4434
OLEARIAS,41657,68.47,0.05736682,0.5541
GAU,145258,19.63,0.05736638,0.4497
SHIV,84145,33.88,0.05734013,0.4798
TWICE,80410,35.44,0.05732675,0.4755
SINUATE,38282,74.40,0.05729069,0.5703
LOAF,83646,34.02,0.05724173,0.4888
OVATE,100650,28.27,0.05723718,0.4425
THANX,63359,44.91,0.05723465,0.5260
SAY,61179,46.49,0.05721299,0.5278
WAIL,91161,31.19,0.05718324,0.4661
HYED,70724,40.18,0.05715397,0.5141
WUDS,67641,42.00,0.05714589,0.5172
VIGS,84997,33.42,0.05713901,0.4865
JEEPS,56825,49.96,0.05709979,0.5353
AGLOW,82959,34.20,0.05707129,0.4968
VODUN,113752,24.94,0.05706427,0.4556
CAREX,61272,46.30,0.05705990,0.5183
WEIR,96555,29.38,0.05705922,0.4427
SIZY,60071,47.22,0.05705421,0.5361
JUDS,64948,43.66,0.05702979,0.5254
FUGIO,109291,25.93,0.05701177,0.4571
GROK,91206,31.07,0.05699974,0.4846
DIXIE,73824,38.38,0.05699445,0.4908
JARTA,71737,39.45,0.05692898,0.4933
MOWN,88751,31.89,0.05692560,0.4800
QUIRK,63562,44.49,0.05688022,0.5057
QUIDS,55863,50.61,0.05686293,0.5221
INEDITA,41637,67.88,0.05684852,0.5688
ZOONS,53678,52.61,0.05680655,0.5448
QUAYS,53194,53.09,0.05680572,0.5451
OREADES,37812,74.66,0.05678118,0.5992
VOUGE,105713,26.70,0.05677941,0.4656
TOWIE,90880,31.05,0.05675381,0.4605
STIVY,63298,44.57,0.05674425,0.5130
GAUJE,76774,36.75,0.05674401,0.4922
SUG,65080,43.33,0.05671803,0.5235
AZURN,65154,43.28,0.05671292,0.5051
MAQUI,70754,39.83,0.05668407,0.4832
FAWS,60140,46.81,0.05662251,0.5325
JELAB,66835,42.11,0.05661384,0.5195
QINTARS,46893,60.02,0.05661058,0.5577
ROQUET,69378,40.53,0.05655848,0.4877
DIDO,95249,29.52,0.05655591,0.4698
GIVED,99186,28.34,0.05654161,0.4610
FLOW,85257,32.97,0.05653646,0.4946
CIS,90347,31.11,0.05653431,0.4857
RIVO,133414,21.05,0.05649177,0.4337
NYAH,75737,37.07,0.05646401,0.4965
OIDIA,135963,20.64,0.05645713,0.4269
JUNTO,74183,37.83,0.05644054,0.5015
ETOURDIE,41266,67.99,0.05643579,0.5719
ANTIHERO,35808,78.28,0.05638162,0.5889
VERY,79778,35.13,0.05637529,0.4889
ORIENTED,38956,71.94,0.05636895,0.5567
ALIENER,41122,68.14,0.05636177,0.5501
WINN,111116,25.20,0.05632512,0.4447
YOWL,81430,34.39,0.05632251,0.4944
APER,78226,35.79,0.05631038,0.4873
JAKER,65165,42.94,0.05628701,0.5049
VIRID,103560,27.00,0.05623501,0.4485
VOCAB,92217,30.31,0.05622240,0.4736
SOCIATE,36325,76.92,0.05619889,0.5901
JOOK,68522,40.76,0.05617218,0.5265
CAFE,81572,34.23,0.05615625,0.4790
LINEATE,40821,68.39,0.05615518,0.5595
JOUK,70825,39.42,0.05615365,0.5203
HAVEN,80099,34.85,0.05614410,0.4863
METIF,78551,35.52,0.05612537,0.4776
ECU,140023,19.93,0.05611688,0.4566
SIENITE,38725,71.99,0.05607553,0.5533
HERB,83768,33.28,0.05607231,0.4770
AUNE,144080,19.35,0.05606547,0.4258
GADJE,71927,38.75,0.05605357,0.5050
EJECT,68403,40.69,0.05598116,0.4830
AXILE,63103,44.08,0.05594465,0.5032
PAVS,66825,41.62,0.05593970,0.5114
VIFF,98988,28.09,0.05593590,0.4790
GAVOT,110472,25.16,0.05591424,0.4546
FYRD,90369,30.75,0.05589589,0.4850
VEENA,94877,29.29,0.05589197,0.4630
FOEHN,76417,36.36,0.05588809,0.5091
JEERS,58379,47.58,0.05586773,0.5190
MIM,83267,33.33,0.05582272,0.4892
FAIK,73261,37.84,0.05576455,0.5014
CUIF,102262,27.11,0.05575699,0.4616
KUEH,73926,37.49,0.05574436,0.5062
VAGUE,101847,27.21,0.05574291,0.4605
DIXIT,78094,35.49,0.05574218,0.4803
AZIONE,53527,51.75,0.05571406,0.5172
PLEW,89259,31.03,0.05571386,0.4793
ENSUITE,38279,72.34,0.05570059,0.5687
JANTY,66200,41.82,0.05568130,0.5129
HILI,116406,23.77,0.05566376,0.4425
ATUA,136905,20.21,0.05566352,0.4183
DETAINER,37938,72.95,0.05566350,0.5512
KOBO,78886,35.08,0.05565686,0.4936
OXIME,59807,46.20,0.05557709,0.5203
FONT,95435,28.95,0.05557705,0.4617
VELD,112417,24.56,0.05553743,0.4651
VITE,108852,25.36,0.05552618,0.4410
HEND,84013,32.86,0.05552121,0.4785
TENORITE,39668,69.58,0.05551623,0.5419
DREW,91626,30.12,0.05551532,0.4705
IZARD,53854,51.22,0.05548171,0.5257
DOPE,76769,35.91,0.05545160,0.4889
GIFS,68153,40.43,0.05542700,0.5104
DJINNI,69906,39.41,0.05541875,0.4951
AZOTH,52923,52.01,0.05536543,0.5469
VUGS,87975,31.28,0.05535445,0.4844
BOYO,86574,31.77,0.05533074,0.4819
TIPI,122686,22.41,0.05531283,0.4340
REFIX,58610,46.87,0.05525066,0.5242
OLEATES,38270,71.77,0.05524887,0.5861
ZEATIN,53484,51.36,0.05524843,0.4985
LOOF,86030,31.90,0.05520609,0.4792
HUIC,85795,31.97,0.05517616,0.4729
FANG,91123,30.10,0.05516114,0.4713
PUY,94395,29.03,0.05511198,0.4828
AGENISE,36446,75.15,0.05509034,0.5802
MOTIF,81196,33.72,0.05507481,0.4833
GRR,194099,14.10,0.05505990,0.4479
TITI,153373,17.84,0.05504641,0.4203
VINE,92206,29.67,0.05502720,0.4599
DWAM,85428,32.00,0.05498846,0.4888
RIFE,82437,33.15,0.05497418,0.4802
OTARIES,36896,74.05,0.05495535,0.5643
WYTE,77282,35.35,0.05495169,0.4919
OARY,91495,29.85,0.05494113,0.4654
EQUALI,62480,43.71,0.05493065,0.4928
FARO,84088,32.47,0.05492550,0.4759
JONTY,66441,41.08,0.05490161,0.5144
FYCE,78987,34.54,0.05487958,0.5034
TOWZE,59443,45.90,0.05487626,0.5242
MIHI,91959,29.66,0.05486864,0.4622
CALX,71923,37.92,0.05486301,0.5015
DENARII,40399,67.45,0.05480510,0.5597
VOLA,98060,27.78,0.05480039,0.4684
HOHA,75373,36.14,0.05479559,0.4917
JINNEE,66082,41.20,0.05475699,0.4944
UVEA,119666,22.74,0.05474516,0.4455
WEXES,55443,49.09,0.05474506,0.5263
GROW,99338,27.39,0.05473677,0.4652
HIPT,76387,35.59,0.05468780,0.4759
VEXED,67602,40.15,0.05459260,0.5116
LIEF,84665,32.06,0.05458998,0.4690
HOOD,80093,33.87,0.05456534,0.4899
AENEOUS,40779,66.50,0.05454827,0.5832
EXUL,80890,33.52,0.05454420,0.4856
SEV,93357,29.01,0.05446968,0.4896
TIDY,84079,32.20,0.05445546,0.4789
THEY,69935,38.71,0.05444882,0.4955
GOATIES,36473,74.20,0.05443392,0.5840
OGAM,85121,31.79,0.05443314,0.4790
LUM,101152,26.75,0.05443121,0.4763
CREW,88698,30.50,0.05442193,0.4613
TAVAH,81411,33.23,0.05441240,0.4800
DODO,99913,27.07,0.05440761,0.4600
JANNY,66864,40.43,0.05438008,0.5163
WILY,85179,31.74,0.05437493,0.4862
ZEBRA,50866,53.14,0.05436728,0.5487
REGINAE,38630,69.88,0.05429447,0.5538
FLIP,93140,28.98,0.05428993,0.4742
AECIA,125146,21.57,0.05428904,0.4137
WOWS,57263,47.13,0.05428723,0.5275
EUGARIE,45228,59.65,0.05425969,0.5461
AGOG,98486,27.39,0.05424934,0.4665
ADIT,91844,29.35,0.05421884,0.4602
IDEATION,38061,70.81,0.05421168,0.5737
WEAN,81794,32.92,0.05416088,0.4714
FLAB,92269,29.18,0.05415603,0.4828
WAAC,86646,31.07,0.05414865,0.4756
EGG,132146,20.36,0.05412724,0.4657
NAIF,87529,30.74,0.05412550,0.4573
FOEDARIE,35261,76.28,0.05409832,0.6040
KUDO,80526,33.40,0.05409259,0.4918
GNAW,86160,31.21,0.05409122,0.4752
GROSZ,52473,51.23,0.05406664,0.5398
ENATION,40366,66.59,0.05406202,0.5658
WREN,101284,26.51,0.05401579,0.4570
GOOP,92484,29.02,0.05397613,0.4685
HIZEN,58183,46.11,0.05396722,0.5236
VIZIR,70544,38.03,0.05396300,0.4831
QUINOL,66598,40.28,0.05395527,0.4847
DOEK,70293,38.16,0.05395473,0.5037
WHIN,84959,31.57,0.05395173,0.4788
KAIF,70740,37.92,0.05394843,0.4977
FLOP,90857,29.51,0.05392655,0.4858
KIFS,55600,48.21,0.05391762,0.5295
SWAB,56225,47.68,0.05391637,0.5315
MAWN,84012,31.90,0.05390589,0.4800
FEVER,85516,31.32,0.05387256,0.4677
GAIETIES,38135,70.21,0.05385537,0.5516
REFT,84194,31.80,0.05385247,0.4718
VAPID,85541,31.27,0.05379848,0.4778
INBOX,65634,40.74,0.05377891,0.5156
TWAY,74046,36.10,0.05376401,0.4939
ACE,109829,24.33,0.05374902,0.4595
FICO,87433,30.56,0.05374066,0.4676
AWES,56107,47.61,0.05372676,0.5185
JASP,52558,50.81,0.05371437,0.5469
SOJA,70880,37.67,0.05369814,0.5062
HYEN,70648,37.78,0.05368995,0.4974
EVICT,84606,31.54,0.05367895,0.4447
VAPED,80500,33.15,0.05367275,0.4869
EDIT,85641,31.14,0.05363922,0.4678
QIVIUT,73174,36.44,0.05363448,0.4665
SAN,61715,43.19,0.05361225,0.5282
OVEN,109928,24.23,0.05357534,0.4533
TORNADE,36615,72.68,0.05352852,0.5823
SUP,57323,46.37,0.05346880,0.5299
QUIRED,61281,43.35,0.05342849,0.5006
AUNTIES,35849,74.08,0.05341469,0.5717
YOOP,81528,32.57,0.05341210,0.4837
FIL,105664,25.13,0.05340586,0.4641
FAGS,57060,46.52,0.05338527,0.5287
DOWIE,81195,32.69,0.05338128,0.4703
QUASH,49113,54.03,0.05336901,0.5476
TOWT,93070,28.50,0.05334822,0.4677
TAENIATE,38104,69.60,0.05334379,0.5509
ASS,58288,45.50,0.05334134,0.5255
VAIN,97766,27.11,0.05330710,0.4520
AERATES,36292,73.00,0.05328446,0.5605
AREOLAE,43055,61.52,0.05327418,0.5590
BHAI,83861,31.58,0.05327406,0.4779
AFOOT,89057,29.74,0.05326567,0.4640
NEEZE,59398,44.58,0.05326295,0.5032
SWIG,64275,41.16,0.05321164,0.5070
WOMB,84110,31.45,0.05320676,0.4873
CHEF,70380,37.59,0.05320627,0.5030
OVARY,75344,35.08,0.05315969,0.4926
TOFU,95160,27.77,0.05314871,0.4572
ENTASIA,35740,73.88,0.05311228,0.5588
BEET,83090,31.77,0.05310142,0.4672
WHEN,78544,33.61,0.05309601,0.4928
SUN,63020,41.88,0.05309225,0.5213
SIK,70393,37.49,0.05308712,0.5154
AERONAUT,38528,68.49,0.05307915,0.5653
HOON,80832,32.64,0.05307435,0.4714
TOGE,91513,28.83,0.05306686,0.4577
JOLTS,55612,47.42,0.05304011,0.5307
JETTY,66023,39.94,0.05303543,0.5053
VIRTUE,68914,38.26,0.05302915,0.4839
BUDO,93624,28.15,0.05301521,0.4672
PROF,83111,31.71,0.05301392,0.4812
OBJET,72297,36.43,0.05297983,0.4891
ECHE,74421,35.37,0.05295099,0.4869
VIOLD,96946,27.13,0.05289467,0.4713
FEYS,53924,48.75,0.05287106,0.5326
INFO,89383,29.38,0.05282854,0.4567
OBES,61084,42.99,0.05282256,0.5122
WEEL,83399,31.49,0.05282194,0.4737
COIF,85547,30.68,0.05278678,0.4715
FETWA,71734,36.58,0.05278599,0.4944
KNAVE,73963,35.48,0.05278211,0.4957
AZONS,50142,52.33,0.05277763,0.5397
FLEG,96450,27.20,0.05277640,0.4702
YUAN,90235,29.08,0.05277554,0.4607
BOKE,73362,35.75,0.05275798,0.4889
FERM,80948,32.39,0.05273428,0.4756
WAUK,79180,33.11,0.05272875,0.4925
FUZEE,63846,41.04,0.05270789,0.5013
TOPE,75513,34.70,0.05270437,0.4857
EXODE,57506,45.56,0.05270252,0.5228
ITAS,59746,43.79,0.05262862,0.5162
FUND,92802,28.18,0.05260407,0.4731
GAUZE,60362,43.32,0.05259646,0.5143
JOHNS,52741,49.58,0.05259620,0.5358
QUEYS,50618,51.65,0.05258184,0.5416
ZETAS,46870,55.76,0.05257108,0.5505
CEZVE,61217,42.68,0.05254994,0.5113
VINTS,70809,36.88,0.05252922,0.4838
HWAN,73317,35.61,0.05251778,0.4952
INFERIAE,35328,73.88,0.05249738,0.5768
JEELS,54630,47.78,0.05249622,0.5267
JEATS,52668,49.55,0.05249038,0.5291
GOUK,91262,28.56,0.05243239,0.4825
HAUD,82764,31.49,0.05242839,0.4799
YEDE,75639,34.46,0.05242837,0.4844
SIM,74270,35.09,0.05242467,0.5017
EUOUAE,166964,15.60,0.05238388,0.3901
VOMS,67942,38.32,0.05237024,0.5110
WILD,100771,25.83,0.05235194,0.4601
ATOP,79627,32.68,0.05234681,0.4708
AEQUORIN,30891,84.22,0.05232841,0.6230
JAPS,54530,47.68,0.05229160,0.5283
JEHUS,51178,50.79,0.05228041,0.5460
EROSION,36015,72.11,0.05223367,0.5687
JEONS,52393,49.55,0.05222128,0.5337
FUGU,107212,24.21,0.05220376,0.4593
FARE,71501,36.29,0.05218839,0.4867
FUBS,54825,47.32,0.05218322,0.5358
PLOTZ,56483,45.93,0.05218278,0.5273
JYNX,57582,45.05,0.05217988,0.5390
GONEF,79386,32.65,0.05214034,0.4806
JUNK,67757,38.25,0.05212437,0.5134
NEAFE,81674,31.71,0.05209999,0.4592
ULU,217693,11.89,0.05205049,0.4316
JAMON,62564,41.36,0.05204748,0.5132
BRR,150946,17.14,0.05203390,0.4566
HYP,74136,34.88,0.05201193,0.5141
WHOM,70434,36.70,0.05198866,0.5112
WOLVE,83023,31.13,0.05198243,0.4815
SODAINE,33857,76.29,0.05195417,0.6097
POOJA,70133,36.83,0.05194811,0.4945
ANERGIA,36991,69.79,0.05192762,0.5555
VOLTI,96308,26.80,0.05191185,0.4585
SITULAE,35717,72.25,0.05190205,0.5734
FAITH,69320,37.16,0.05180734,0.4929
ZOUAVE,57950,44.42,0.05177009,0.5084
VIVAT,90809,28.34,0.05175928,0.4517
CAGE,87358,29.46,0.05175665,0.4599
ENJOY,66596,38.62,0.05173284,0.5026
HOUT,85158,30.20,0.05173249,0.4566
FOPS,55168,46.61,0.05171805,0.5308
BEFIT,81633,31.49,0.05169906,0.4629
HALF,74725,34.39,0.05168152,0.4968
WAKF,71126,36.11,0.05166413,0.5152
JUKE,63886,40.19,0.05164206,0.5138
VOGS,73185,35.08,0.05163569,0.5001
BIJOU,80244,31.98,0.05162313,0.4785
MIREX,54626,46.98,0.05162140,0.5282
KAED,67471,38.01,0.05158313,0.5003
PODEX,54368,47.15,0.05156082,0.5373
OKAS,56061,45.72,0.05155443,0.5161
QINDARS,44337,57.80,0.05154702,0.5613
DELATION,37048,69.17,0.05154652,0.5661
DIEB,81041,31.61,0.05152987,0.4641
NABE,75295,34.02,0.05152586,0.4754
CHEW,68066,37.63,0.05152011,0.5005
VITTA,102409,25.01,0.05151490,0.4417
TOQUET,64022,39.99,0.05150247,0.4843
BARF,82882,30.89,0.05149768,0.4803
BLIVE,92481,27.68,0.05148757,0.4581
SOS,52961,48.33,0.05148475,0.5375
SOG,83146,30.77,0.05146136,0.4879
SQUAT,46838,54.62,0.05146118,0.5454
JORAM,59834,42.75,0.05144847,0.5173
EVASION,33334,76.72,0.05144088,0.6100
HELIO,84093,30.41,0.05143998,0.4621
OEDIPEAN,35027,73.01,0.05143766,0.5913
ZILAS,47737,53.57,0.05143519,0.5481
ZEBEC,53088,48.16,0.05142224,0.5218
WANY,69543,36.73,0.05137933,0.5041
FEAT,75955,33.63,0.05137101,0.4733
VOXEL,70598,36.17,0.05136369,0.5014
LAITIES,35469,71.95,0.05133345,0.5655
DAWT,82503,30.93,0.05132448,0.4785
ATROPINE,35754,71.34,0.05130355,0.5660
IKON,75721,33.68,0.05129721,0.4757
AGRIZE,57335,44.45,0.05125775,0.5069
ATOM,75122,33.92,0.05124787,0.4787
AIRLINE,38203,66.69,0.05124250,0.5435
JOWARI,63694,39.99,0.05123641,0.4882
WIPED,72699,35.03,0.05121629,0.4867
TUQUE,76596,33.24,0.05121410,0.4464
JELLO,69265,36.74,0.05118586,0.4990
AVANT,69928,36.39,0.05117924,0.4915
AXAL,68726,36.99,0.05113379,0.5014
SWY,72310,35.13,0.05110094,0.5236
AGONE,78309,32.42,0.05107232,0.4618
AUAS,66959,37.92,0.05107187,0.4930
VICE,87357,29.06,0.05106697,0.4567
VARE,81211,31.23,0.05102083,0.4736
JOLS,58782,43.15,0.05101393,0.5202
BANJO,66088,38.37,0.05100679,0.5033
AZOLE,51134,49.57,0.05098016,0.5287
COWY,72524,34.94,0.05096539,0.5078
ZAIRES,45853,55.26,0.05096292,0.5390
JAGAS,52281,48.46,0.05095690,0.5312
GANEV,84090,30.12,0.05094101,0.4713
GOTH,77598,32.62,0.05091814,0.4862
FAWNY,65156,38.84,0.05090523,0.5100
THIEF,66998,37.77,0.05090079,0.4915
NIB,112778,22.43,0.05088134,0.4526
NAIADES,34070,74.25,0.05088103,0.5846
VETCH,75050,33.68,0.05084755,0.4732
GAZON,68239,37.01,0.05079561,0.5027
VAIRY,74778,33.75,0.05076260,0.4834
BENI,83054,30.37,0.05074012,0.4594
ADROITER,35333,71.39,0.05073628,0.5585
HOAED,71024,35.51,0.05072930,0.4881
BRAVO,86983,28.99,0.05071365,0.4690
FOGEY,68357,36.86,0.05068609,0.5062
FLY,88530,28.46,0.05068585,0.5042
LOPE,72634,34.68,0.05066312,0.4847
EDIFY,66001,38.16,0.05065934,0.5064
YBET,70382,35.78,0.05064940,0.4905
ECOD,67355,37.37,0.05062406,0.4938
YEAR,68978,36.47,0.05059874,0.4762
ARED,70867,35.49,0.05058319,0.4887
JENNY,64677,38.84,0.05052418,0.5003
ALAR,75400,33.30,0.05050436,0.4795
WALIE,82985,30.25,0.05049835,0.4629
WEIL,82969,30.25,0.05048962,0.4498
JOTUN,70340,35.68,0.05048626,0.4744
DENTARIA,33903,74.03,0.05048244,0.5594
FORZA,52352,47.94,0.05047679,0.5398
DEFOG,76478,32.79,0.05043638,0.4838
EFTS,52565,47.69,0.05042461,0.5277
JALOP,62278,40.25,0.05041562,0.5100
JEHAD,53399,46.92,0.05039199,0.5341
GOOK,82978,30.18,0.05036992,0.4882
TZARS,45349,55.21,0.05035685,0.5404
BADE,69723,35.88,0.05032475,0.4863
TAENITE,37493,66.73,0.05032084,0.5400
EVADE,65021,38.47,0.05031686,0.4879
NEIF,79421,31.46,0.05026384,0.4567
BUAZE,54605,45.76,0.05025702,0.5247
ZOBUS,46161,54.12,0.05025055,0.5520
YETT,75538,33.06,0.05023176,0.4721
ATONIAS,34907,71.51,0.05020628,0.5753
FAYS,52249,47.75,0.05018164,0.5361
VENEY,68731,36.30,0.05017677,0.4885
RETAINER,35586,70.07,0.05015647,0.5244
FONDA,71615,34.81,0.05014342,0.4974
PEAG,79401,31.40,0.05014020,0.4685
EALE,115408,21.60,0.05013801,0.4231
ZOEAS,43665,57.04,0.05009440,0.5588
ZINCY,50384,49.39,0.05005494,0.5366
MODE,69157,35.98,0.05004895,0.4912
ABET,74255,33.50,0.05003014,0.4803
THAW,69614,35.73,0.05002628,0.4861
NINJA,71211,34.90,0.04999058,0.4660
ESTOILE,33906,73.28,0.04997813,0.5918
CUM,85402,29.09,0.04997724,0.4826
UDON,89917,27.62,0.04995924,0.4597
ANTLIAE,36208,68.59,0.04995069,0.5627
LINUX,66364,37.41,0.04994071,0.4959
TOZIE,61825,40.15,0.04993301,0.4816
WOOFY,65495,37.90,0.04992193,0.5128
WINEY,65542,37.86,0.04991185,0.4872
ZEROS,44743,55.42,0.04987874,0.5525
HOVEL,76160,32.55,0.04985601,0.4816
LYNX,67898,36.43,0.04975492,0.5066
ALEURONE,37191,66.50,0.04974909,0.5639
AGONIES,32963,75.01,0.04973565,0.5897
FAENA,79585,31.05,0.04970989,0.4742
BONE,75439,32.76,0.04970178,0.4760
BIOTA,80417,30.73,0.04970021,0.4782
REJON,75413,32.76,0.04969935,0.4642
VAST,71490,34.56,0.04969884,0.4778
JANNS,53360,46.29,0.04967779,0.5232
RELATION,35709,69.16,0.04967044,0.5553
ROUTINE,37967,65.02,0.04965636,0.5434
BEANO,85873,28.74,0.04963315,0.4621
EPOXY,55990,44.07,0.04962483,0.5162
HAEM,61467,40.14,0.04962418,0.5063
YAWN,67686,36.40,0.04956028,0.4895
HINAU,84928,29.01,0.04955401,0.4578
ANAN,75657,32.56,0.04954375,0.4723
ORZO,64779,38.01,0.04952202,0.5005
QUARTO,55344,44.48,0.04951720,0.4986
SOREDIA,32103,76.65,0.04949529,0.5944
TEGG,113778,21.62,0.04948793,0.4505
WANZE,50616,48.61,0.04948660,0.5335
BITO,83465,29.47,0.04946601,0.4660
YUFT,79734,30.83,0.04944571,0.4863
MIDI,80436,30.55,0.04942773,0.4649
BAHU,80626,30.48,0.04942757,0.4756
BOWL,77599,31.62,0.04935671,0.4822
CULEX,58417,41.98,0.04933072,0.5093
HAET,66484,36.87,0.04930455,0.4777
GOAT,83545,29.32,0.04927545,0.4611
NEFS,58204,42.09,0.04926929,0.5170
TORII,137444,17.81,0.04924838,0.3948
HOAR,67374,36.33,0.04923733,0.4848
HODJA,57578,42.51,0.04923649,0.5206
AJIES,52091,46.98,0.04922589,0.4933
MAM,71604,34.18,0.04922492,0.4946
SEIZA,44938,54.43,0.04920242,0.5231
RATIONED,32200,75.95,0.04919212,0.5831
KEP,72161,33.87,0.04916639,0.4958
RETAILOR,35868,68.15,0.04916514,0.5513
CHAV,75436,32.40,0.04916138,0.4910
NDUJA,64451,37.91,0.04914469,0.4987
JASEY,47546,51.36,0.04912144,0.5401
CODEX,53048,46.03,0.04911009,0.5353
CHER,65328,37.37,0.04910476,0.4844
VUMS,69109,35.32,0.04909975,0.4967
COFT,84732,28.79,0.04907445,0.4771
FRO,91907,26.54,0.04906755,0.4721
VOMIT,84738,28.78,0.04904983,0.4623
AERATING,33565,72.58,0.04900357,0.5497
VENUE,97967,24.86,0.04898080,0.4415
TEDY,67344,36.16,0.04897519,0.4917
SOL,75412,32.29,0.04897505,0.4884
VEXIL,68626,35.48,0.04897348,0.4851
WHIP,71713,33.95,0.04896385,0.4956
MEVED,72339,33.64,0.04895186,0.4836
VARA,84251,28.87,0.04892891,0.4622
MEEK,63024,38.59,0.04891475,0.4997
ALIENEES,36656,66.33,0.04890805,0.5556
CAZH,51498,47.21,0.04889743,0.5427
IGG,120833,20.12,0.04889003,0.4578
TERATOID,33862,71.77,0.04887943,0.5641
XENIAL,55437,43.81,0.04885077,0.5034
AHEM,64608,37.58,0.04883461,0.4931
FIQUES,47539,51.04,0.04880468,0.5339
BEEFY,64164,37.81,0.04879642,0.5129
KETO,70049,34.63,0.04878668,0.4763
GOON,87322,27.77,0.04877260,0.4552
YOGIC,72090,33.63,0.04877021,0.4822
OLEINES,33664,72.02,0.04876313,0.5808
ZAXES,42231,57.41,0.04876178,0.5650
GUID,113279,21.39,0.04874577,0.4417
MUM,73005,33.19,0.04873730,0.4905
OLID,82901,29.22,0.04872837,0.4696
HAIN,73651,32.88,0.04871407,0.4626
WAZOO,61415,39.43,0.04870220,0.5123
CAPEX,52486,46.13,0.04869754,0.5268
HEAP,62206,38.92,0.04869173,0.4876
FEER,66951,36.15,0.04868203,0.4876
ERGATOID,32647,74.13,0.04867738,0.5899
FALAJ,59517,40.66,0.04867173,0.5102
BIGG,100611,24.05,0.04867012,0.4608
MOZED,54919,44.01,0.04861674,0.5212
SCOW,49004,49.32,0.04861020,0.5351
AEONIAN,41531,58.19,0.04860560,0.5461
AVYZE,49429,48.89,0.04860453,0.5432
FRIG,87343,27.66,0.04859385,0.4591
COS,72335,33.40,0.04859260,0.4898
HOGG,82333,29.33,0.04857899,0.4813
DENE,72225,33.43,0.04856263,0.4791
LEK,77468,31.12,0.04849592,0.4840
GAS,79030,30.50,0.04848053,0.4860
WADE,68655,35.10,0.04846651,0.4872
AERIALS,33276,72.41,0.04846295,0.5665
